time	sampling points	ts(Vout)				snr quantization						
1 GHz			Subtracted by F4A on "ts(Vout)"	RMS of error			dB					
0		13,6535649284081	0,850264069508974	1,69652278406323	9,18666900341037	5,41499889639442	14,6719674489965	0,0218178993745207	th sine / error	7,50132582521473	7,52314869492899	343,815217791998
1E-12		13,7083343148922	0,872134477727951	1,69652278406323	--	--	--	--	--			
2E-12		13,7611352566191	0,892036441189603	1,69652278406323	--	--	--	--	--			
3E-12		13,8119540507624	0,909956257067728	1,69652278406323	--	--	--	--	--			
4E-12		13,860824917556	0,925928145596249	1,69652278406323	--	--	--	--	--			
5E-12		13,9078174768068	0,940877365937078	1,69652278406323	--	--	--	--	--			
6E-12		13,9530188659006	0,954038855877261	1,69652278406323	9,69202980239616	5,71287924538415	15,1371008872408	0,0218178993745207	synth / error			
7E-12		13,996513436634	0,965493527456953	1,69652278406323	--							
8E-12		14,0383634435266	0,9753036351959	1,69652278406323	--							
9E-12		14,0785940631477	0,984366670498956	1,69652278406323	--							
1E-11		14,1171854625661	0,991797527495009	1,69652278406323	--							
1,1E-11		14,1540735534446	0,997525075951231	1,69652278406323	--							
1,2E-11		14,1891596900396	1,00145067012383	1,69652278406323	--							
1,3E-11		14,2223281086328	1,00434682437939	1,69652278406323	--							
1,4E-11		14,2534685945499	1,00522584569235	1,69652278406323	--							
1,5E-11		14,2825009139655	1,00399670050382	1,69652278406323	--							
1,6E-11		14,3093971214784	1,0006314434126	1,69652278406323	--							
1,7E-11		14,3341980321929	0,99607441302925	1,69652278406323	--							
1,8E-11		14,3570209166488	0,989554062771857	1,69652278406323	--							
1,9E-11		14,3780567329707	0,981246644380452	1,69652278406323	--							
2E-11		14,3975567690273	0,971403445723778	1,69652278406323	--							
2,1E-11		14,4158101927601	0,961231680800042	1,69652278406323	--							
2,2E-11		14,4331154500693	0,950130504224163	1,69652278406323	--							
2,3E-11		14,4497494787608	0,938358099030479	1,69652278406323	--							
2,4E-11		14,4659391550972	0,926141341481777	1,69652278406323	--							
2,5E-11		14,4818391738873	0,914566767632955	1,69652278406323	--							
2,6E-11		14,4975197019868	0,902795640724101	1,69652278406323	--							
2,7E-11		14,5129657566965	0,890790040425554	1,69652278406323	--							
2,8E-11		14,5280885464306	0,878461175151434	1,69652278406323	--							
2,9E-11		14,5427472267407	0,866613105590169	1,69652278406323	--							
3E-11		14,5567779414448	0,8541643179449	1,69652278406323	--							
3,1E-11		14,5700258814614	0,84093275561214	1,69652278406323	--							
3,2E-11		14,5823755842446	0,826802956046018	1,69652278406323	--							
3,3E-11		14,5937749028167	0,812680006612803	1,69652278406323	--							
3,4E-11		14,6042489756566	0,797663488282065	1,69652278406323	--							
3,5E-11		14,6139020007527	0,78182592220746	1,69652278406323	--							
3,6E-11		14,6229064434891	0,765339773773139	1,69652278406323	--							
3,7E-11		14,63148121575	0,749392780897589	1,69652278406323	--							
3,8E-11		14,6398620631014	0,733288080908096	1,69652278406323	--							
3,9E-11		14,6482686260121	0,717209096478028	1,69652278406323	--							
4E-11		14,6568732056146	0,701328128739686	1,69652278406323	--							
4,1E-11		14,6657760689299	0,686725122637926	1,69652278406323	--							
4,2E-11		14,6749911919834	0,672475238753034	1,69652278406323	--							
4,3E-11		14,6844447944259	0,658463834257088	1,69652278406323	--							
4,4E-11		14,6939870936035	0,644541126496243	1,69652278406323	--							
4,5E-11		14,7034156883532	0,631494502585463	1,69652278406323	--							
4,6E-11		14,7125071801406	0,618156378523105	1,69652278406323	--							
4,7E-11		14,7210523300058	0,604271912538568	1,69652278406323	--							
4,8E-11		14,7288894411577	0,5896794078407	1,69652278406323	--							
4,9E-11		14,7359308518467	0,575290358587742	1,69652278406323	--							
5E-11		14,742178402923	0,560157880304173	1,69652278406323	--							
5,1E-11		14,7477253705899	0,544324818611178	1,69652278406323	--							
5,2E-11		14,75274438789	0,527963806551417	1,69652278406323	--							
5,3E-11		14,7574630134134	0,512310182883096	1,69652278406323	--							
5,4E-11		14,7621305176539	0,496660775385743	1,69652278406323	--							
5,5E-11		14,766980850853	0,481194196846982	1,69652278406323	--							
5,6E-11		14,7721974105308	0,466093844786917	1,69652278406323	--							
5,7E-11		14,7778850314466	0,452480214919548	1,69652278406323	--							
5,8E-11		14,7840535929469	0,439407840603261	1,69652278406323	--							
5,9E-11		14,7906159234974	0,426729235337271	1,69652278406323	--							
6E-11		14,7974005317846	0,414272907807829	1,69652278406323	--							
6,1E-11		14,8041774304911	0,402831669398239	1,69652278406323	--							
6,2E-11		14,8106932871435	0,391194743484007	1,69652278406323	--							
6,3E-11		14,8167106505162	0,379059324290079	1,69652278406323	--							
6,4E-11		14,8220452965611	0,366241187768383	1,69652278406323	--							
6,5E-11		14,8265959344834	0,353668237495951	1,69652278406323	--							
6,6E-11		14,8303615953356	0,34038075768261	1,69652278406323	--							
6,7E-11		14,8334438407733	0,326409862454774	1,69652278406323	--							
6,8E-11		14,8360332123534	0,311946093369441	1,69652278406323	--							
6,9E-11		14,8383817502464	0,298276340062435	1,69652278406323	--							
7E-11		14,8407655780352	0,284717461789473	1,69652278406323	--							
7,1E-11		14,8434431417558	0,271452319448247	1,69652278406323	--							
7,2E-11		14,8466154533545	0,258681924985204	1,69652278406323	--							
7,3E-11		14,850394490655	0,247558022226775	1,69652278406323	--							
7,4E-11		14,8547847615153	0,237126111552557	1,69652278406323	--							
7,5E-11		14,8596811076757	0,227200276178495	1,69652278406323	--							
7,6E-11		14,8648833854557	0,21758037242401	1,69652278406323	--							
7,7E-11		14,8701260798155	0,209044831774824	1,69652278406323	--							
7,8E-11		14,8751185774606	0,2003450531714	1,69652278406323	--							
7,9E-11		14,8795901047207	0,191124304183006	1,69652278406323	--							
8E-11		14,8833325014108	0,181174424624571	1,69652278406323	--							
8,1E-11		14,886234197353	0,171431238408882	1,69652278406323	--							
8,2E-11		14,8882999739316	0,160943309681805	1,69652278406323	--							
8,3E-11		14,8896531634241	0,149742793868617	1,69652278406323	--							
8,4E-11		14,8905195648393	0,138055489978248	1,69652278406323	--							
8,5E-11		14,8911951468927	0,127227478990656	1,69652278406323	--							
8,6E-11		14,892002143708	0,116627286513941	1,69652278406323	--							
8,7E-11		14,8932400344271	0,106457987940972	1,69652278406323	--							
8,8E-11		14,8951388323367	0,0969495965584617	1,69652278406323	--							
8,9E-11		14,897821928908	0,0892776089557827	1,69652278406323	--							
9E-11		14,9012844457658	0,0824866719912123	1,69652278406323	--							
9,1E-11		14,9053908146438	0,0763395870469363	1,69652278406323	--							
9,2E-11		14,9098924501437	0,0705877687245451	1,69652278406323	--							
9,3E-11		14,9144633225932	0,0659585645702467	1,69652278406323	--							
9,4E-11		14,9187484389186	0,061150451815589	1,69652278406323	--							
9,5E-11		14,9224181303099	0,0557269141269554	1,69652278406323	--							
9,6E-11		14,9252199644613	0,0494355191982905	1,69652278406323	--							
9,7E-11		14,9270202378015	0,0431964970831835	1,69652278406323	--							
9,8E-11		14,9278283703134	0,0360773802394085	1,69652278406323	--							
9,9E-11		14,9277999476692	0,0281217082396026	1,69652278406323	--							
1E-10		14,9272172941755	0,0196118053902588	1,69652278406323	--							
1,01E-10		14,9264498601963	0,0119709019345642	1,69652278406323	--							
1,02E-10		14,9258998625966	0,00466465175266961	1,69652278406323	--							
1,03E-10		14,9259410427622	-0,00205042066394689	1,69652278406323	--							
1,04E-10		14,926859716466	-0,00788799954228914	1,69652278406323	--							
1,05E-10		14,9288072523439	-0,0116437942450993	1,69652278406323	--							
1,06E-10		14,9317716951518	-0,0142603313047776	1,69652278406323	--							
1,07E-10		14,9355736160574	-0,0160393902669043	1,69652278406323	--							
1,08E-10		14,9398877806048	-0,017306205587051	1,69652278406323	--							
1,09E-10		14,9442883695479	-0,0174352300314808	1,69652278406323	--							
1,1E-10		14,9483118312003	-0,0178139434052831	1,69652278406323	--							
1,11E-10		14,9515285367972	-0,018999412834571	1,69652278406323	--							
1,12E-10		14,9536127093399	-0,0213174153180429	1,69652278406323	--							
1,13E-10		14,9543998948901	-0,0238832845290347	1,69652278406323	--							
1,14E-10		14,9539226256826	-0,027581137844118	1,69652278406323	--							
1,15E-10		14,9524177402671	-0,0323066073672624	1,69652278406323	--							
1,16E-10		14,9503027167381	-0,0376422150038405	1,69652278406323	--							
1,17E-10		14,9481228129981	-0,0419965120923163	1,69652278406323	--							
1,18E-10		14,9464751691612	-0,0456811108539608	1,69652278406323	--							
1,19E-10		14,945919679503	-0,0482735554369604	1,69652278406323	--							
1,2E-10		14,946888834895	-0,0493413549697426	1,69652278406323	--							
1,21E-10		14,9496094848203	-0,0476150741590011	1,69652278406323	--							
1,22E-10		14,9540484069794	-0,0440281885805813	1,69652278406323	--							
1,23E-10		14,9598907901502	-0,03903784199046	1,69652278406323	--							
1,24E-10	1	14,9665565660301	-0,0332241026912037	1,69652278406323	--							
1,25E-10	--	14,9732545065385	-0,0263398850615904	1,69652278406323	--							
1,26E-10	--	14,9790688064382	-0,0201921641560023	1,69652278406323	--							
1,27E-10	--	14,9830682116113	-0,0158593379769911	1,69652278406323	--							
1,28E-10	--	14,9844242889284	-0,0141698396540377	1,69652278406323	--							
1,29E-10	--	14,9825236731728	-0,0147036512590919	1,69652278406323	--							
1,3E-10	--	14,9770593558215	-0,0186493010356159	1,69652278406323	--							
1,31E-10	--	14,9680883188835	-0,0261016703988357	1,69652278406323	--							
1,32E-10	--	14,9560468096216	-0,0366245120859166	1,69652278406323	--							
1,33E-10	--	14,9417198003793	-0,0484050504869575	1,69652278406323	--							
1,34E-10	--	14,9261670043861	-0,0612548934806618	1,69652278406323	--							
1,35E-10	--	14,9106134567886	-0,07410548807864	1,69652278406323	--							
1,36E-10	--	14,8963173679931	-0,0856986238746753	1,69652278406323	--							
1,37E-10	--	14,8844310781295	-0,0938603771354334	1,69652278406323	--							
1,38E-10	--	14,8758720554492	-0,0985338720539986	1,69652278406323	--							
1,39E-10	--	14,8712198202331	-0,0993005795084176	1,69652278406323	--							
1,4E-10	--	14,8706515603307	-0,0959833116491442	1,69652278406323	--							
1,41E-10	--	14,8739244296432	-0,0878101804853131	1,69652278406323	--							
1,42E-10	--	14,8804067034114	-0,0762622632913281	1,69652278406323	--							
1,43E-10	--	14,8891538604215	-0,0624494628554846	1,69652278406323	--							
1,44E-10	--	14,8990200669463	-0,0475176129048656	1,69652278406323	--							
1,45E-10	--	14,9087911771177	-0,0316735942603934	1,69652278406323	--							
1,46E-10	--	14,9173228011795	-0,016899417086087	1,69652278406323	--							
1,47E-10	--	14,9236665488995	-0,00431311625344222	1,69652278406323	--							
1,48E-10	--	14,9271692712719	0,00543215923146434	1,69652278406323	--							
1,49E-10	--	14,9275337555929	0,0130383838412929	1,69652278406323	--							
1,5E-10	--	14,924834383142	0,0177545233620702	1,69652278406323	--							
1,51E-10	--	14,919487059382	0,019822711573747	1,69652278406323	--							
1,52E-10	--	14,9121785085457	0,0199296727090648	1,69652278406323	--							
1,53E-10	--	14,9037650359705	0,0199222236494911	1,69652278406323	--							
1,54E-10	--	14,895154464481	0,0198954298132659	1,69652278406323	--							
1,55E-10	--	14,8871867044116	0,0205114473971708	1,69652278406323	--							
1,56E-10	--	14,8805281320372	0,0224366526761344	1,69652278406323	--							
1,57E-10	--	14,8755927129342	0,0270662608000336	1,69652278406323	--							
1,58E-10	--	14,8724989564066	0,0337191150503422	1,69652278406323	--							
1,59E-10	--	14,8710668714097	0,0420336408312991	1,69652278406323	--							
1,6E-10	--	14,8708537879983	0,0515671681977619	1,69652278406323	--							
1,61E-10	--	14,8712229202185	0,0626543242302215	1,69652278406323	--							
1,62E-10	--	14,871434523885	0,0737692033007793	1,69652278406323	--							
1,63E-10	--	14,8707469461585	0,083984900978372	1,69652278406323	--							
1,64E-10	--	14,8685140631857	0,0926552934095461	1,69652278406323	--							
1,65E-10	--	14,8642666037167	0,100272123374028	1,69652278406323	--							
1,66E-10	--	14,8577674644159	0,105826023567506	1,69652278406323	--							
1,67E-10	--	14,8490349317111	0,109146530356966	1,69652278406323	--							
1,68E-10	--	14,8383321834896	0,110496821629782	1,69652278406323	--							
1,69E-10	--	14,8261259322224	0,111293674841596	1,69652278406323	--							
1,7E-10	--	14,8130209886558	0,111383906653501	1,69652278406323	--							
1,71E-10	--	14,7996803715621	0,111238464938234	1,69652278406323	--							
1,72E-10	--	14,7867420283339	0,111495297088512	1,69652278406323	--							
1,73E-10	--	14,7747431319766	0,113630154747458	1,69652278406323	--							
1,74E-10	--	14,7640613652528	0,117277348237897	1,69652278406323	--							
1,75E-10	--	14,7548798698674	0,122424813066703	1,69652278406323	--							
1,76E-10	--	14,7471790534809	0,129052956894412	1,69652278406323	--							
1,77E-10	--	14,7407547192251	0,137884150878245	1,69652278406323	--							
1,78E-10	--	14,7352585297987	0,14784163789626	1,69652278406323	--							
1,79E-10	--	14,7302540966957	0,158290881237614	1,69652278406323	--							
1,8E-10	--	14,7252803267155	0,168770787701801	1,69652278406323	--							
1,81E-10	--	14,7199132306487	0,179771414551624	1,69652278406323	--							
